"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_wickets","method","winner_runs","outcome","eliminator"
1293029,6,"Peshawar Zalmi","Lahore Qalandars","male","2021/22",2022-02-21,"Pakistan Super League","30","Gaddafi Stadium, Lahore","Lahore","Peshawar Zalmi","bat","Wahab Riaz","Asif Yaqoob","RK Illingworth","Nasir Hussain","Rashid Riaz","Ali Naqvi",NA,NA,NA,NA,"tie","Peshawar Zalmi"
1293030,6,"Multan Sultans","Lahore Qalandars","male","2021/22",2022-02-23,"Pakistan Super League",NA,"Gaddafi Stadium, Lahore","Lahore","Lahore Qalandars","field","Shahnawaz Dhani","Aleem Dar","RK Illingworth","Ahsan Raza","MA Gough","RS Mahanama","Multan Sultans",NA,NA,28,NA,NA
1293031,6,"Peshawar Zalmi","Islamabad United","male","2021/22",2022-02-24,"Pakistan Super League",NA,"Gaddafi Stadium, Lahore","Lahore","Peshawar Zalmi","bat","Faheem Ashraf","Aleem Dar","MA Gough","Rashid Riaz","RK Illingworth","RS Madugalle","Islamabad United",5,NA,NA,NA,NA
1293032,6,"Lahore Qalandars","Islamabad United","male","2021/22",2022-02-25,"Pakistan Super League",NA,"Gaddafi Stadium, Lahore","Lahore","Lahore Qalandars","bat","D Wiese","MA Gough","RK Illingworth","Asif Yaqoob","Aleem Dar","RS Mahanama","Lahore Qalandars",NA,NA,6,NA,NA
1293033,6,"Lahore Qalandars","Multan Sultans","male","2021/22",2022-02-27,"Pakistan Super League",NA,"Gaddafi Stadium, Lahore","Lahore","Lahore Qalandars","bat","Mohammad Hafeez","Aleem Dar","RK Illingworth","Ahsan Raza","MA Gough","RS Mahanama","Lahore Qalandars",NA,NA,42,NA,NA
1354924,6,"Lahore Qalandars","Multan Sultans","male","2022/23",2023-02-13,"Pakistan Super League","1","Multan Cricket Stadium","Multan","Multan Sultans","field","Fakhar Zaman","Asif Yaqoob","MJ Saggers","Shozab Raza","Faisal Afridi","Mohammed Anees","Lahore Qalandars",NA,NA,1,NA,NA
1354925,6,"Peshawar Zalmi","Karachi Kings","male","2022/23",2023-02-14,"Pakistan Super League","2","National Stadium, Karachi","Karachi","Karachi Kings","field","T Kohler-Cadmore","Ahsan Raza","AG Wharf","Tariq Rasheed","RSA Palliyaguruge","Ali Naqvi","Peshawar Zalmi",NA,NA,2,NA,NA
1354926,6,"Quetta Gladiators","Multan Sultans","male","2022/23",2023-02-15,"Pakistan Super League","3","Multan Cricket Stadium","Multan","Multan Sultans","field","Ihsanullah","Asif Yaqoob","Faisal Afridi","Shozab Raza","MJ Saggers","Mohammed Anees","Multan Sultans",9,NA,NA,NA,NA
1354927,6,"Karachi Kings","Islamabad United","male","2022/23",2023-02-16,"Pakistan Super League","4","National Stadium, Karachi","Karachi","Islamabad United","field","C Munro","AG Wharf","RSA Palliyaguruge","Tariq Rasheed","Ahsan Raza","Ali Naqvi","Islamabad United",4,NA,NA,NA,NA
1354928,6,"Multan Sultans","Peshawar Zalmi","male","2022/23",2023-02-17,"Pakistan Super League","5","Multan Cricket Stadium","Multan","Peshawar Zalmi","field","RR Rossouw","Asif Yaqoob","Faisal Afridi","Shozab Raza","MJ Saggers","Mohammed Anees","Multan Sultans",NA,NA,56,NA,NA
1354929,6,"Quetta Gladiators","Karachi Kings","male","2022/23",2023-02-18,"Pakistan Super League","6","National Stadium, Karachi","Karachi","Karachi Kings","field","MJ Guptill","Ahsan Raza","AG Wharf","Tariq Rasheed","RSA Palliyaguruge","RS Mahanama","Quetta Gladiators",NA,NA,6,NA,NA
1354930,6,"Multan Sultans","Islamabad United","male","2022/23",2023-02-19,"Pakistan Super League","7","Multan Cricket Stadium","Multan","Islamabad United","field","Abbas Afridi","Asif Yaqoob","Faisal Afridi","Shozab Raza","MJ Saggers","Mohammad Anees","Multan Sultans",NA,NA,52,NA,NA
1354931,6,"Karachi Kings","Lahore Qalandars","male","2022/23",2023-02-19,"Pakistan Super League","8","National Stadium, Karachi","Karachi","Lahore Qalandars","field","Imad Wasim","Ahsan Raza","AG Wharf","Tariq Rasheed","RSA Palliyaguruge","RS Mahanama","Karachi Kings",NA,NA,67,NA,NA
1354932,6,"Quetta Gladiators","Peshawar Zalmi","male","2022/23",2023-02-20,"Pakistan Super League","9","National Stadium, Karachi","Karachi","Peshawar Zalmi","field","JDS Neesham","AG Wharf","RSA Palliyaguruge","Tariq Rasheed",NA,"Ali Naqvi","Peshawar Zalmi",4,NA,NA,NA,NA
1354933,6,"Lahore Qalandars","Quetta Gladiators","male","2022/23",2023-02-21,"Pakistan Super League","10","National Stadium, Karachi","Karachi","Quetta Gladiators","field","Shaheen Shah Afridi","AG Wharf","RSA Palliyaguruge","Tariq Rasheed","Ahsan Raza","RS Mahanama","Lahore Qalandars",NA,NA,63,NA,NA
1354934,6,"Multan Sultans","Karachi Kings","male","2022/23",2023-02-22,"Pakistan Super League","11","Multan Cricket Stadium","Multan","Karachi Kings","field","Mohammad Rizwan","MJ Saggers","Shozab Raza","Mohammad Asif","Faisal Afridi","Iftikhar Ahmed","Multan Sultans",NA,NA,3,NA,NA
1354935,6,"Peshawar Zalmi","Islamabad United","male","2022/23",2023-02-23,"Pakistan Super League","12","National Stadium, Karachi","Karachi","Islamabad United","field","Hasan Ali","MA Gough","RK Illingworth","Tariq Rasheed","AG Wharf","Ali Naqvi","Islamabad United",6,NA,NA,NA,NA
1354936,6,"Islamabad United","Quetta Gladiators","male","2022/23",2023-02-24,"Pakistan Super League","13","National Stadium, Karachi","Karachi","Islamabad United","bat","Azam Khan","MA Gough","Rashid Riaz","Tariq Rasheed","RK Illingworth","RS Mahanama","Islamabad United",NA,NA,63,NA,NA
1354937,6,"Karachi Kings","Multan Sultans","male","2022/23",2023-02-26,"Pakistan Super League","14","National Stadium, Karachi","Karachi","Multan Sultans","field","T Shamsi","Ahsan Raza","AG Wharf","Tariq Rasheed","MJ Saggers","Iftikhar Ahmed","Karachi Kings",NA,NA,66,NA,NA
1354938,6,"Lahore Qalandars","Peshawar Zalmi","male","2022/23",2023-02-26,"Pakistan Super League","15","Gaddafi Stadium, Lahore","Lahore","Lahore Qalandars","bat","Fakhar Zaman","Faisal Afridi","RK Illingworth","Shozab Raza","MA Gough","RS Mahanama","Lahore Qalandars",NA,NA,40,NA,NA
1354939,6,"Lahore Qalandars","Islamabad United","male","2022/23",2023-02-27,"Pakistan Super League","16","Gaddafi Stadium, Lahore","Lahore","Lahore Qalandars","bat","D Wiese","Faisal Afridi","MA Gough","Shozab Raza","RK Illingworth","RS Mahanama","Lahore Qalandars",NA,NA,110,NA,NA
1354940,6,"Peshawar Zalmi","Karachi Kings","male","2022/23",2023-03-01,"Pakistan Super League","17","Rawalpindi Cricket Stadium","Rawalpindi","Karachi Kings","field","R Powell","MA Gough","RK Illingworth","Mohammad Asif (2)","Rashid Riaz","RS Mahanama","Peshawar Zalmi",NA,NA,24,NA,NA
1354941,6,"Lahore Qalandars","Quetta Gladiators","male","2022/23",2023-03-02,"Pakistan Super League","18","Gaddafi Stadium, Lahore","Lahore","Quetta Gladiators","field","Sikandar Raza","Ahsan Raza","MJ Saggers","Shozab Raza","Faisal Afridi","Muhammad Javed","Lahore Qalandars",NA,NA,17,NA,NA
1354942,6,"Karachi Kings","Islamabad United","male","2022/23",2023-03-03,"Pakistan Super League","19","Rawalpindi Cricket Stadium","Rawalpindi","Karachi Kings","bat","Azam Khan","MA Gough","RK Illingworth","Mohammad Asif (2)","Rashid Riaz","RS Mahanama","Islamabad United",6,NA,NA,NA,NA
1354943,6,"Lahore Qalandars","Multan Sultans","male","2022/23",2023-03-04,"Pakistan Super League","20","Gaddafi Stadium, Lahore","Lahore","Lahore Qalandars","bat","Rashid Khan","Faisal Afridi","MJ Saggers","Shozab Raza","Ahsan Raza","Muhammad Javed","Lahore Qalandars",NA,NA,21,NA,NA
1354944,6,"Quetta Gladiators","Islamabad United","male","2022/23",2023-03-05,"Pakistan Super League","21","Rawalpindi Cricket Stadium","Rawalpindi","Islamabad United","field","Fazalhaq Farooqi","Aleem Dar","Rashid Riaz","Mohammad Asif","AG Wharf","RS Mahanama","Islamabad United",2,NA,NA,NA,NA
1354945,6,"Karachi Kings","Quetta Gladiators","male","2022/23",2023-03-06,"Pakistan Super League","22","Rawalpindi Cricket Stadium","Rawalpindi","Quetta Gladiators","field","MJ Guptill","MJ Saggers","Rashid Riaz","Mohammad Asif","Faisal Afridi","RS Mahanama","Quetta Gladiators",4,NA,NA,NA,NA
1354946,6,"Peshawar Zalmi","Lahore Qalandars","male","2022/23",2023-03-07,"Pakistan Super League","23","Rawalpindi Cricket Stadium","Rawalpindi","Peshawar Zalmi","bat","Saim Ayub","AG Wharf","Asif Yaqoob","Nasir Hussain","Ahsan Raza","Muhammad Javed","Peshawar Zalmi",NA,NA,35,NA,NA
1354947,6,"Multan Sultans","Islamabad United","male","2022/23",2023-03-07,"Pakistan Super League","24","Rawalpindi Cricket Stadium","Rawalpindi","Islamabad United","field","Faheem Ashraf","Faisal Afridi","Rashid Riaz","Nasir Hussain","AG Wharf","RS Mahanama","Islamabad United",2,NA,NA,NA,NA
1354948,6,"Peshawar Zalmi","Quetta Gladiators","male","2022/23",2023-03-08,"Pakistan Super League","25","Rawalpindi Cricket Stadium","Rawalpindi","Peshawar Zalmi","bat","JJ Roy","Ahsan Raza","MJ Saggers","Nasir Hussain","AG Wharf","Ali Naqvi","Quetta Gladiators",8,NA,NA,NA,NA
1354949,6,"Lahore Qalandars","Islamabad United","male","2022/23",2023-03-09,"Pakistan Super League","26","Rawalpindi Cricket Stadium","Rawalpindi","Lahore Qalandars","bat","Fakhar Zaman","Aleem Dar","Faisal Afridi","Nasir Hussain","Ahsan Raza","RS Mahanama","Lahore Qalandars",NA,NA,119,NA,NA
1354950,6,"Peshawar Zalmi","Multan Sultans","male","2022/23",2023-03-10,"Pakistan Super League","27","Rawalpindi Cricket Stadium","Rawalpindi","Peshawar Zalmi","bat","RR Rossouw","Ahsan Raza","MJ Saggers","Nasir Hussain","Faisal Afridi","Muhammad Javed","Multan Sultans",4,NA,NA,NA,NA
1354951,6,"Multan Sultans","Quetta Gladiators","male","2022/23",2023-03-11,"Pakistan Super League","28","Rawalpindi Cricket Stadium","Rawalpindi","Quetta Gladiators","field","Abbas Afridi","AG Wharf","MJ Saggers","Nasir Hussain",NA,"Ali Naqvi","Multan Sultans",NA,NA,9,NA,NA
1354952,6,"Peshawar Zalmi","Islamabad United","male","2022/23",2023-03-12,"Pakistan Super League","29","Rawalpindi Cricket Stadium","Rawalpindi","Islamabad United","field","Mohammad Haris","Ahsan Raza","MJ Saggers","Nasir Hussain","Faisal Afridi","Muhammad Javed","Peshawar Zalmi",NA,NA,13,NA,NA
1354953,6,"Karachi Kings","Lahore Qalandars","male","2022/23",2023-03-12,"Pakistan Super League","30","Gaddafi Stadium, Lahore","Lahore","Karachi Kings","bat","Muhammad Akhlaq","Aleem Dar","Rashid Riaz",NA,"Asif Yaqoob","RS Mahanama","Karachi Kings",NA,NA,86,NA,NA
1354954,6,"Multan Sultans","Lahore Qalandars","male","2022/23",2023-03-15,"Pakistan Super League",NA,"Gaddafi Stadium, Lahore","Lahore","Multan Sultans","bat","KA Pollard","Aleem Dar","AG Wharf","Faisal Afridi","Asif Yaqoob","RS Mahanama","Multan Sultans",NA,NA,84,NA,NA
1354955,6,"Peshawar Zalmi","Islamabad United","male","2022/23",2023-03-16,"Pakistan Super League",NA,"Gaddafi Stadium, Lahore","Lahore","Islamabad United","field","Aamer Jamal","Ahsan Raza","Faisal Afridi","Rashid Riaz","AG Wharf","RS Mahanama","Peshawar Zalmi",NA,NA,12,NA,NA
1354956,6,"Peshawar Zalmi","Lahore Qalandars","male","2022/23",2023-03-17,"Pakistan Super League",NA,"Gaddafi Stadium, Lahore","Lahore","Peshawar Zalmi","bat","Mirza Baig","Ahsan Raza","MJ Saggers","Faisal Afridi","Rashid Riaz","RS Mahanama","Lahore Qalandars",4,NA,NA,NA,NA
1354957,6,"Lahore Qalandars","Multan Sultans","male","2022/23",2023-03-18,"Pakistan Super League",NA,"Gaddafi Stadium, Lahore","Lahore","Lahore Qalandars","bat","Shaheen Shah Afridi","AG Wharf","Rashid Riaz","Faisal Afridi","Asif Yaqoob","RS Mahanama","Lahore Qalandars",NA,NA,1,NA,NA
1416472,6,"Lahore Qalandars","Islamabad United","male","2023/24",2024-02-17,"Pakistan Super League","1","Gaddafi Stadium, Lahore","Lahore","Islamabad United","field","Shadab Khan","Aleem Dar","MA Gough","Shozab Raza","Tariq Rasheed","Muhammad Javed","Islamabad United",8,NA,NA,NA,NA
1416473,6,"Quetta Gladiators","Peshawar Zalmi","male","2023/24",2024-02-18,"Pakistan Super League","2","Gaddafi Stadium, Lahore","Lahore","Peshawar Zalmi","field","Saud Shakeel","MA Gough","Tariq Rasheed","Shozab Raza","Aleem Dar","Muhammad Javed","Quetta Gladiators",NA,NA,16,NA,NA
1416474,6,"Multan Sultans","Karachi Kings","male","2023/24",2024-02-18,"Pakistan Super League","3","Multan Cricket Stadium","Multan","Karachi Kings","field","RR Hendricks","CB Gaffaney","Rashid Riaz","Abdul Muqeet","Faisal Afridi","Ali Naqvi","Multan Sultans",NA,NA,55,NA,NA
1416475,6,"Lahore Qalandars","Quetta Gladiators","male","2023/24",2024-02-19,"Pakistan Super League","4","Gaddafi Stadium, Lahore","Lahore","Lahore Qalandars","bat","Khawaja Nafay","Aleem Dar","MA Gough","Tariq Rasheed","Ahsan Raza","Muhammad Javed","Quetta Gladiators",5,NA,NA,NA,NA
1416476,6,"Islamabad United","Multan Sultans","male","2023/24",2024-02-20,"Pakistan Super League","5","Multan Cricket Stadium","Multan","Multan Sultans","field","Mohammad Ali","CB Gaffaney","Faisal Afridi","Abdul Muqeet","Rashid Riaz","Ali Naqvi","Multan Sultans",5,NA,NA,NA,NA
1416477,6,"Peshawar Zalmi","Karachi Kings","male","2023/24",2024-02-21,"Pakistan Super League","6","Gaddafi Stadium, Lahore","Lahore","Karachi Kings","field","Mir Hamza","Ahsan Raza","MA Gough","Shozab Raza","RK Illingworth","Muhammad Javed","Karachi Kings",7,NA,NA,NA,NA
1416478,6,"Lahore Qalandars","Multan Sultans","male","2023/24",2024-02-21,"Pakistan Super League","7","Multan Cricket Stadium","Multan","Lahore Qalandars","bat","Mohammad Rizwan","CB Gaffaney","Rashid Riaz","Abdul Muqeet","Faisal Afridi","Ali Naqvi","Multan Sultans",5,NA,NA,NA,NA
1416479,6,"Islamabad United","Quetta Gladiators","male","2023/24",2024-02-22,"Pakistan Super League","8","Gaddafi Stadium, Lahore","Lahore","Quetta Gladiators","field","RR Rossouw","Aleem Dar","RK Illingworth","Tariq Rasheed","MA Gough","Muhammad Javed","Quetta Gladiators",3,NA,NA,NA,NA
1416480,6,"Peshawar Zalmi","Multan Sultans","male","2023/24",2024-02-23,"Pakistan Super League","9","Multan Cricket Stadium","Multan","Peshawar Zalmi","bat","L Wood","CB Gaffaney","Faisal Afridi","Abdul Muqeet","RSA Palliyaguruge","Ali Naqvi","Peshawar Zalmi",NA,NA,5,NA,NA
1416481,6,"Lahore Qalandars","Karachi Kings","male","2023/24",2024-02-24,"Pakistan Super League","10","Gaddafi Stadium, Lahore","Lahore","Karachi Kings","field","KA Pollard","Ahsan Raza","RK Illingworth","Tariq Rasheed","Aleem Dar","Muhammad Javed","Karachi Kings",2,NA,NA,NA,NA
1416482,6,"Multan Sultans","Quetta Gladiators","male","2023/24",2024-02-25,"Pakistan Super League","11","Multan Cricket Stadium","Multan","Quetta Gladiators","field","Mohammad Ali","CB Gaffaney","Faisal Afridi","Rashid Riaz","RSA Palliyaguruge","Ali Naqvi","Multan Sultans",NA,NA,13,NA,NA
1416483,6,"Peshawar Zalmi","Lahore Qalandars","male","2023/24",2024-02-25,"Pakistan Super League","12","Gaddafi Stadium, Lahore","Lahore","Lahore Qalandars","field","Saim Ayub","Ahsan Raza","RK Illingworth","Shozab Raza","Nasir Hussain","RS Mahanama","Peshawar Zalmi",NA,NA,8,NA,NA
1416484,6,"Peshawar Zalmi","Islamabad United","male","2023/24",2024-02-26,"Pakistan Super League","13","Gaddafi Stadium, Lahore","Lahore","Islamabad United","field","Babar Azam","RK Illingworth","Shozab Raza","Tariq Rasheed","Ahsan Raza","Muhammad Javed","Peshawar Zalmi",NA,NA,8,NA,NA
1416485,6,"Multan Sultans","Lahore Qalandars","male","2023/24",2024-02-27,"Pakistan Super League","14","Gaddafi Stadium, Lahore","Lahore","Multan Sultans","bat","Usman Khan","Ahsan Raza","RSA Palliyaguruge","Nasir Hussain","Asif Yaqoob","RS Mahanama","Multan Sultans",NA,NA,60,NA,NA
1416486,6,"Karachi Kings","Islamabad United","male","2023/24",2024-02-28,"Pakistan Super League","15","National Stadium, Karachi","Karachi","Islamabad United","field",NA,"CB Gaffaney","Rashid Riaz","Imran Javed","Abdul Muqeet","Ali Naqvi","Islamabad United",7,NA,NA,NA,NA
1416487,6,"Karachi Kings","Quetta Gladiators","male","2023/24",2024-02-29,"Pakistan Super League","16","National Stadium, Karachi","Karachi","Quetta Gladiators","field","SE Rutherford","Abdul Muqeet","CB Gaffaney","Faisal Afridi","Imran Javed","Ali Naqvi","Quetta Gladiators",5,NA,NA,NA,NA
1416490,6,"Multan Sultans","Karachi Kings","male","2023/24",2024-03-03,"Pakistan Super League","19","National Stadium, Karachi","Karachi","Multan Sultans","bat","Usman Khan","Faisal Afridi","Rashid Riaz","Abdul Muqeet","CB Gaffaney","Ali Naqvi","Multan Sultans",NA,NA,20,NA,NA
1416491,6,"Islamabad United","Peshawar Zalmi","male","2023/24",2024-03-04,"Pakistan Super League","20","Rawalpindi Cricket Stadium","Rawalpindi","Peshawar Zalmi","field","Shadab Khan","Asif Yaqoob","RK Illingworth","Nasir Hussain","RSA Palliyaguruge","RS Mahanama","Islamabad United",NA,NA,29,NA,NA
1416492,6,"Peshawar Zalmi","Multan Sultans","male","2023/24",2024-03-05,"Pakistan Super League","21","Rawalpindi Cricket Stadium","Rawalpindi","Peshawar Zalmi","bat","Babar Azam","AG Wharf","RK Illingworth","Nasir Hussain","RSA Palliyaguruge","RS Mahanama","Peshawar Zalmi",NA,NA,4,NA,NA
1416493,6,"Quetta Gladiators","Karachi Kings","male","2023/24",2024-03-06,"Pakistan Super League","22","Rawalpindi Cricket Stadium","Rawalpindi","Karachi Kings","field","Hasan Ali","Asif Yaqoob","RK Illingworth","Mohammad Asif","Ahsan Raza","RS Mahanama","Karachi Kings",7,NA,NA,NA,NA
1416494,6,"Lahore Qalandars","Islamabad United","male","2023/24",2024-03-06,"Pakistan Super League","23","Rawalpindi Cricket Stadium","Rawalpindi","Islamabad United","field","HE van der Dussen","Ahsan Raza","AG Wharf","Mohammad Asif","Asif Yaqoob","RS Mahanama","Lahore Qalandars",NA,NA,17,NA,NA
1416495,6,"Karachi Kings","Islamabad United","male","2023/24",2024-03-07,"Pakistan Super League","24","Rawalpindi Cricket Stadium","Rawalpindi","Islamabad United","field","Faheem Ashraf","AG Wharf","RSA Palliyaguruge","Mohammad Asif","Ahsan Raza","RS Mahanama","Islamabad United",5,NA,NA,NA,NA
1416496,6,"Peshawar Zalmi","Quetta Gladiators","male","2023/24",2024-03-08,"Pakistan Super League","25","Rawalpindi Cricket Stadium","Rawalpindi","Quetta Gladiators","field","Saim Ayub","AG Wharf","Asif Yaqoob","Mohammad Asif","Ahsan Raza","RS Mahanama","Peshawar Zalmi",NA,NA,76,NA,NA
1416497,6,"Lahore Qalandars","Karachi Kings","male","2023/24",2024-03-09,"Pakistan Super League","26","National Stadium, Karachi","Karachi","Karachi Kings","field","Irfan Khan","Rashid Riaz","RK Illingworth","Imran Javed","Faisal Afridi","Ali Naqvi","Karachi Kings",3,NA,NA,NA,NA
1416498,6,"Multan Sultans","Islamabad United","male","2023/24",2024-03-10,"Pakistan Super League","27","Rawalpindi Cricket Stadium","Rawalpindi","Islamabad United","field","C Munro","Mohammad Asif","RSA Palliyaguruge","Asif Yaqoob","Ahsan Raza","RS Mahanama","Islamabad United",3,NA,NA,NA,NA
1416499,6,"Lahore Qalandars","Quetta Gladiators","male","2023/24",2024-03-10,"Pakistan Super League","28","National Stadium, Karachi","Karachi","Lahore Qalandars","bat","Saud Shakeel","CB Gaffaney","Rashid Riaz","Imran Javed","AG Wharf","Ali Naqvi","Quetta Gladiators",6,NA,NA,NA,NA
1416500,6,"Peshawar Zalmi","Karachi Kings","male","2023/24",2024-03-11,"Pakistan Super League","29","National Stadium, Karachi","Karachi","Peshawar Zalmi","bat","Babar Azam","AG Wharf","Faisal Afridi","Imran Javed","Aleem Dar","RS Mahanama","Peshawar Zalmi",NA,NA,2,NA,NA
1416501,6,"Multan Sultans","Quetta Gladiators","male","2023/24",2024-03-12,"Pakistan Super League","30","National Stadium, Karachi","Karachi","Quetta Gladiators","field","Mohammad Rizwan","Rashid Riaz","RK Illingworth","Asif Yaqoob","CB Gaffaney","Ali Naqvi","Multan Sultans",NA,NA,79,NA,NA
1416502,6,"Peshawar Zalmi","Multan Sultans","male","2023/24",2024-03-14,"Pakistan Super League",NA,"National Stadium, Karachi","Karachi","Peshawar Zalmi","bat","Usama Mir","Aleem Dar","RK Illingworth","Faisal Afridi","Rashid Riaz","RS Mahanama","Multan Sultans",7,NA,NA,NA,NA
1416503,6,"Islamabad United","Quetta Gladiators","male","2023/24",2024-03-15,"Pakistan Super League",NA,"National Stadium, Karachi","Karachi","Islamabad United","bat","Imad Wasim","Ahsan Raza","CB Gaffaney","Rashid Riaz","Asif Yaqoob","Muhammad Javed","Islamabad United",NA,NA,39,NA,NA
1416504,6,"Peshawar Zalmi","Islamabad United","male","2023/24",2024-03-16,"Pakistan Super League",NA,"National Stadium, Karachi","Karachi","Islamabad United","field","Imad Wasim","Asif Yaqoob","RK Illingworth","Faisal Afridi","Ahsan Raza","Muhammad Javed","Islamabad United",5,NA,NA,NA,NA
1416505,6,"Multan Sultans","Islamabad United","male","2023/24",2024-03-18,"Pakistan Super League",NA,"National Stadium, Karachi","Karachi","Multan Sultans","bat","Imad Wasim","Ahsan Raza","CB Gaffaney","Asif Yaqoob","RK Illingworth","RS Mahanama","Islamabad United",2,NA,NA,NA,NA
