"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_wickets","winner_runs","method","outcome"
1355575,5,"Birmingham Phoenix","Northern Superchargers","female","2023",2023-08-03,"The Hundred Women's Competition","4","Headingley, Leeds","Leeds","Northern Superchargers","field","AN Davidson-Richards","N Pratt","S McLelland","S Widdup","NJ Llong","PM Such","Northern Superchargers",7,NA,NA,NA
1355576,5,"Welsh Fire","Southern Brave","female","2023",2023-08-04,"The Hundred Women's Competition","5","The Rose Bowl, Southampton","Southampton","Southern Brave","field","HK Matthews","AY Harris","Tom Lungley","WRP Fernando","PK Baldwin","AM Smith (2)","Welsh Fire",NA,4,NA,NA
1355579,5,"Northern Superchargers","Southern Brave","female","2023",2023-08-06,"The Hundred Women's Competition","8","The Rose Bowl, Southampton","Southampton","Southern Brave","field","R Southby","Mark Newell","S McLelland","F Richards","NL Bainton","SG Hinks","Southern Brave",5,NA,NA,NA
1355580,5,"Oval Invincibles","Welsh Fire","female","2023",2023-08-06,"The Hundred Women's Competition","9","Kennington Oval, London","London","Welsh Fire","field","S Ismail","James Middlebrook","LB Gcuma","G Bambury","PK Baldwin","AJ Swann","Welsh Fire",3,NA,NA,NA
1355581,5,"Birmingham Phoenix","Manchester Originals","female","2023",2023-08-07,"The Hundred Women's Competition","10","Old Trafford, Manchester","Manchester","Manchester Originals","field","FMK Morris","J Naeem","Naeem Ashraf","WRP Fernando","SJ O'Shaughnessy","DA Cosker","Manchester Originals",5,NA,NA,NA
1355582,5,"London Spirit","Southern Brave","female","2023",2023-08-08,"The Hundred Women's Competition","11","Lord's, London","London","Southern Brave","field","ME Bouchier","S McLelland","Tom Lungley","F Richards","AY Harris","H Pack","Southern Brave",5,NA,NA,NA
1355583,5,"Northern Superchargers","Trent Rockets","female","2023",2023-08-09,"The Hundred Women's Competition","12","Trent Bridge, Nottingham","Nottingham","Northern Superchargers","bat","LF Higham","Naeem Ashraf","S Redfern","WRP Fernando","J Naeem","PM Such","Northern Superchargers",NA,9,NA,NA
1355584,5,"Oval Invincibles","Manchester Originals","female","2023",2023-08-09,"The Hundred Women's Competition","13","Kennington Oval, London","London","Manchester Originals","field","R MacDonald-Gay","JD Shantry","S McLelland","S Widdup","NL Bainton","SJ Davis","Oval Invincibles",NA,5,NA,NA
1355585,5,"Welsh Fire","Birmingham Phoenix","female","2023",2023-08-10,"The Hundred Women's Competition","14","Edgbaston, Birmingham","Birmingham","Birmingham Phoenix","field","S Ismail","G Bambury","James Middlebrook","F Richards","S Redfern","SM Bartlett","Welsh Fire",NA,3,NA,NA
1355586,5,"Northern Superchargers","Oval Invincibles","female","2023",2023-08-11,"The Hundred Women's Competition","15","Headingley, Leeds","Leeds","Northern Superchargers","bat","P Litchfield","J Ibbotson","N Pratt","F Richards","J Naeem","JJ Whitaker","Northern Superchargers",NA,14,NA,NA
1355587,5,"London Spirit","Trent Rockets","female","2023",2023-08-12,"The Hundred Women's Competition","16","Lord's, London","London","Trent Rockets","field","NR Sciver-Brunt","BJ Debenham","J Naeem","G Bambury","AY Harris","H Pack","Trent Rockets",5,NA,NA,NA
1355588,5,"Welsh Fire","Southern Brave","female","2023",2023-08-12,"The Hundred Women's Competition","17","Sophia Gardens, Cardiff","Cardiff","Southern Brave","field","GL Adams","Rob White","WRP Fernando","BJ Peverall","AG Wharf","DA Cosker","Southern Brave",2,NA,NA,NA
1355589,5,"Northern Superchargers","Manchester Originals","female","2023",2023-08-13,"The Hundred Women's Competition","18","Headingley, Leeds","Leeds","Northern Superchargers","bat","AN Davidson-Richards","J Naeem","N Pratt","S Widdup","SJ O'Shaughnessy","JJ Whitaker","Northern Superchargers",NA,4,"D/L",NA
1355590,5,"Oval Invincibles","Birmingham Phoenix","female","2023",2023-08-13,"The Hundred Women's Competition","19","Edgbaston, Birmingham","Birmingham","Birmingham Phoenix","field","M Kapp","JD Shantry","S Redfern","WRP Fernando","GD Lloyd","PM Such","Oval Invincibles",NA,10,NA,NA
1355591,5,"Welsh Fire","Trent Rockets","female","2023",2023-08-14,"The Hundred Women's Competition","20","Sophia Gardens, Cardiff","Cardiff","Welsh Fire","bat","TT Beaumont","G Bambury","Mark Newell","ID Blackwell","AG Wharf","WR Smith","Welsh Fire",NA,41,NA,NA
1355592,5,"London Spirit","Oval Invincibles","female","2023",2023-08-15,"The Hundred Women's Competition","21","Kennington Oval, London","London","Oval Invincibles","field","TG Norris","NL Bainton","S Redfern","WRP Fernando","AY Harris","SM Bartlett","London Spirit",NA,21,NA,NA
1355593,5,"Southern Brave","Birmingham Phoenix","female","2023",2023-08-16,"The Hundred Women's Competition","22","The Rose Bowl, Southampton","Southampton","Southern Brave","bat","DN Wyatt","ID Blackwell","WRP Fernando","F Richards","DJ Millns","SM Bartlett","Southern Brave",NA,3,NA,NA
1355594,5,"Manchester Originals","Trent Rockets","female","2023",2023-08-17,"The Hundred Women's Competition","23","Trent Bridge, Nottingham","Nottingham","Manchester Originals","bat","BF Smith","AY Harris","NL Bainton","N Pratt","J Naeem","AM Smith","Trent Rockets",9,NA,NA,NA
1355595,5,"London Spirit","Northern Superchargers","female","2023",2023-08-18,"The Hundred Women's Competition","24","Lord's, London","London","Northern Superchargers","field","P Litchfield","S Redfern","Surendiran Shanmugam","F Richards","M Burns","H Pack","Northern Superchargers",4,NA,NA,NA
1355596,5,"Trent Rockets","Birmingham Phoenix","female","2023",2023-08-19,"The Hundred Women's Competition","25","Trent Bridge, Nottingham","Nottingham","Trent Rockets","bat","BF Smith","G Bambury","Tom Lungley","WRP Fernando","DJ Millns","Wayne Noon","Trent Rockets",NA,3,NA,NA
1355597,5,"Oval Invincibles","Southern Brave","female","2023",2023-08-19,"The Hundred Women's Competition","26","The Rose Bowl, Southampton","Southampton","Oval Invincibles","bat","GL Adams","AC Harris","S McLelland","AY Harris","M Burns","H Pack","Southern Brave",7,NA,NA,NA
1355598,5,"Northern Superchargers","Manchester Originals","female","2023",2023-08-20,"The Hundred Women's Competition","27","Old Trafford, Manchester","Manchester","Northern Superchargers","bat","KE Bryce","J Naeem","RA Kettleborough","WRP Fernando","GD Lloyd","Phil Whitticase","Manchester Originals",3,NA,NA,NA
1355599,5,"Welsh Fire","London Spirit","female","2023",2023-08-20,"The Hundred Women's Competition","28","Sophia Gardens, Cardiff","Cardiff","London Spirit","field","SIR Dunkley","AY Harris","Surendiran Shanmugam","S McLelland","PK Baldwin","SJ Davis","Welsh Fire",NA,23,NA,NA
1355600,5,"Oval Invincibles","Trent Rockets","female","2023",2023-08-21,"The Hundred Women's Competition","29","Kennington Oval, London","London","Oval Invincibles","bat","N de Klerk","AC Harris","S McLelland","F Richards","NJ Llong","H Pack","Oval Invincibles",NA,3,NA,NA
1355601,5,"Northern Superchargers","Welsh Fire","female","2023",2023-08-22,"The Hundred Women's Competition","30","Headingley, Leeds","Leeds","Northern Superchargers","bat","M Kelly","MJ Saggers","PK Baldwin","WRP Fernando","AY Harris","SM Bartlett","Northern Superchargers",NA,16,NA,NA
1355602,5,"Manchester Originals","Southern Brave","female","2023",2023-08-23,"The Hundred Women's Competition","31","Old Trafford, Manchester","Manchester","Southern Brave","field","DN Wyatt","Hassan Adnan","S Redfern","WRP Fernando","DJ Millns","SG Hinks","Southern Brave",8,NA,NA,NA
1355603,5,"London Spirit","Birmingham Phoenix","female","2023",2023-08-24,"The Hundred Women's Competition","32","Edgbaston, Birmingham","Birmingham","Birmingham Phoenix","field","GM Harris","S McLelland","Surendiran Shanmugam","AC Harris","MJ Saggers","Phil Whitticase","London Spirit",NA,73,NA,NA
1355604,5,"Welsh Fire","Northern Superchargers","female","2023",2023-08-26,"The Hundred Women's Competition",NA,"Kennington Oval, London","London","Welsh Fire","bat",NA,"Mark Newell","S Redfern","AY Harris","J Naeem","H Pack",NA,NA,NA,NA,"no result"
1355605,5,"Southern Brave","Northern Superchargers","female","2023",2023-08-27,"The Hundred Women's Competition",NA,"Lord's, London","London","Northern Superchargers","field","DN Wyatt","AY Harris","Rob White","S McLelland","S Redfern","SM Bartlett","Southern Brave",NA,34,NA,NA
1417824,5,"Oval Invincibles","Birmingham Phoenix","female","2024",2024-07-23,"The Hundred Women's Competition","1","Kennington Oval, London","London","Birmingham Phoenix","field","PJ Scholfield","AY Harris","S Redfern","S McLelland","PK Baldwin","H Pack","Oval Invincibles",NA,45,NA,NA
1417825,5,"Southern Brave","London Spirit","female","2024",2024-07-24,"The Hundred Women's Competition","2","The Rose Bowl, Southampton","Southampton","London Spirit","field","HC Knight","AY Harris","ID Blackwell","S McLelland","S Redfern","SM Bartlett","London Spirit",6,NA,NA,NA
1417826,5,"Manchester Originals","Welsh Fire","female","2024",2024-07-25,"The Hundred Women's Competition","3","Old Trafford, Manchester","Manchester","Manchester Originals","bat","SIR Dunkley","J Naeem","Rob White","G Bambury","NJ Llong","SG Hinks","Welsh Fire",7,NA,NA,NA
1417827,5,"Trent Rockets","Northern Superchargers","female","2024",2024-07-26,"The Hundred Women's Competition","4","Headingley, Leeds","Leeds","Trent Rockets","bat","A King","G Bambury","Hassan Adnan","A Clark","NJ Llong","Phil Whitticase","Trent Rockets",NA,20,NA,NA
1417828,5,"London Spirit","Birmingham Phoenix","female","2024",2024-07-27,"The Hundred Women's Competition","5","Lord's, London","London","Birmingham Phoenix","field","MM Lanning","JD Ward","S Redfern","J Ibbotson","AY Harris","SJ Davis","London Spirit",NA,20,NA,NA
1417829,5,"Welsh Fire","Oval Invincibles","female","2024",2024-07-28,"The Hundred Women's Competition","6","Sophia Gardens, Cardiff","Cardiff","Welsh Fire","bat","A Capsey","Mark Newell","S McLelland","F Richards","S Redfern","SM Bartlett","Oval Invincibles",6,NA,NA,NA
1417830,5,"Manchester Originals","Trent Rockets","female","2024",2024-07-29,"The Hundred Women's Competition","7","Old Trafford, Manchester","Manchester","Trent Rockets","field","L Filer","G Bambury","N Pratt","A Clark","GD Lloyd","WR Smith","Manchester Originals",NA,1,NA,NA
1417831,5,"Southern Brave","Northern Superchargers","female","2024",2024-07-30,"The Hundred Women's Competition","8","Headingley, Leeds","Leeds","Southern Brave","bat","LK Bell","J Ibbotson","MA Gough","G Brown","NL Bainton","WR Smith",NA,NA,NA,NA,"tie"
1417832,5,"Birmingham Phoenix","Trent Rockets","female","2024",2024-07-31,"The Hundred Women's Competition","9","Trent Bridge, Nottingham","Nottingham","Birmingham Phoenix","bat","EA Perry","G Bambury","N Pratt","G Brown","NL Bainton","PM Such","Birmingham Phoenix",NA,3,NA,NA
1417833,5,"London Spirit","Welsh Fire","female","2024",2024-08-01,"The Hundred Women's Competition","10","Lord's, London","London","Welsh Fire","field","HK Matthews","WRP Fernando","Tom Lungley","A Clark","NJ Llong","WR Smith","Welsh Fire",6,NA,NA,NA
1417834,5,"Southern Brave","Manchester Originals","female","2024",2024-08-01,"The Hundred Women's Competition","11","The Rose Bowl, Southampton","Southampton","Manchester Originals","field","L Wolvaardt","Mark Newell","S McLelland","J Jarvis","PK Baldwin","SJ Davis","Manchester Originals",6,NA,NA,NA
1417835,5,"Northern Superchargers","Oval Invincibles","female","2024",2024-08-02,"The Hundred Women's Competition","12","Kennington Oval, London","London","Oval Invincibles","field","A Sutherland","Hassan Adnan","Stephen Harris","J Ibbotson","MJ Saggers","AJ Swann","Northern Superchargers",NA,82,NA,NA
1417836,5,"Birmingham Phoenix","Southern Brave","female","2024",2024-08-03,"The Hundred Women's Competition","13","Edgbaston, Birmingham","Birmingham","Southern Brave","field","AE Jones","G Bambury","Tom Lungley","F Richards","PK Baldwin","Wayne Noon","Birmingham Phoenix",NA,16,NA,NA
1417837,5,"Trent Rockets","Welsh Fire","female","2024",2024-08-03,"The Hundred Women's Competition","14","Trent Bridge, Nottingham","Nottingham","Trent Rockets","bat","SJ Bryce","J Naeem","Mark Newell","A Clark","GD Lloyd","H Pack","Welsh Fire",6,NA,NA,NA
1417838,5,"London Spirit","Oval Invincibles","female","2024",2024-08-04,"The Hundred Women's Competition","15","Lord's, London","London","Oval Invincibles","field","M Kapp","Chris Watts","WRP Fernando","F Richards","NJ Llong","PM Such",NA,NA,NA,NA,"tie"
1417839,5,"Northern Superchargers","Manchester Originals","female","2024",2024-08-04,"The Hundred Women's Competition","16","Headingley, Leeds","Leeds","Manchester Originals","field","A Sutherland","J Naeem","Mark Newell","J Ibbotson","NL Bainton","H Pack","Northern Superchargers",NA,46,NA,NA
1417840,5,"Southern Brave","Welsh Fire","female","2024",2024-08-05,"The Hundred Women's Competition","17","Sophia Gardens, Cardiff","Cardiff","Welsh Fire","field","HK Matthews","J Ibbotson","Tom Lungley","J Jarvis","PK Baldwin","DA Cosker","Welsh Fire",7,NA,NA,NA
1417841,5,"Manchester Originals","Oval Invincibles","female","2024",2024-08-06,"The Hundred Women's Competition","18","Old Trafford, Manchester","Manchester","Manchester Originals","bat","PJ Scholfield","JD Shantry","J Naeem",NA,"NL Bainton","Phil Whitticase","Oval Invincibles",7,NA,NA,NA
1417842,5,"Northern Superchargers","Birmingham Phoenix","female","2024",2024-08-06,"The Hundred Women's Competition","19","Edgbaston, Birmingham","Birmingham","Northern Superchargers","bat","AN Davidson-Richards","AY Harris","Chris Watts","G Brown","NJ Llong","PM Such","Northern Superchargers",NA,61,NA,NA
1417843,5,"Trent Rockets","London Spirit","female","2024",2024-08-07,"The Hundred Women's Competition","20","Trent Bridge, Nottingham","Nottingham","London Spirit","field","A Gardner","MA Gough","S Redfern","G Brown","AY Harris","SM Bartlett","Trent Rockets",NA,31,NA,NA
1417845,5,"Oval Invincibles","Southern Brave","female","2024",2024-08-08,"The Hundred Women's Competition","22","Kennington Oval, London","London","Southern Brave","field","DN Wyatt","Chris Watts","J Ibbotson","WRP Fernando","NL Bainton","DA Cosker","Southern Brave",7,NA,"D/L",NA
1417846,5,"Manchester Originals","London Spirit","female","2024",2024-08-09,"The Hundred Women's Competition","23","Lord's, London","London","London Spirit","field","G Redmayne","Mark Newell","S McLelland","J Jarvis","MJ Saggers","H Pack","London Spirit",8,NA,NA,NA
1417847,5,"Trent Rockets","Southern Brave","female","2024",2024-08-10,"The Hundred Women's Competition","24","The Rose Bowl, Southampton","Southampton","Southern Brave","field","NR Sciver-Brunt","G Bambury","Surendiran Shanmugam","F Richards","NL Bainton","SM Bartlett","Trent Rockets",NA,24,NA,NA
1417848,5,"Birmingham Phoenix","Welsh Fire","female","2024",2024-08-10,"The Hundred Women's Competition","25","Sophia Gardens, Cardiff","Cardiff","Welsh Fire","field","SL Kalis","AY Harris","Hassan Adnan","G Brown","PK Baldwin","AM Smith","Birmingham Phoenix",NA,9,NA,NA
1417849,5,"London Spirit","Oval Invincibles","female","2024",2024-08-11,"The Hundred Women's Competition","26","Kennington Oval, London","London","Oval Invincibles","field","L Winfield-Hill","WRP Fernando","Surendiran Shanmugam","F Richards","MJ Saggers","SM Bartlett","Oval Invincibles",8,NA,NA,NA
1417850,5,"Manchester Originals","Northern Superchargers","female","2024",2024-08-11,"The Hundred Women's Competition","27","Old Trafford, Manchester","Manchester","Manchester Originals","bat","BL Mooney","G Bambury","JD Shantry","A Clark","J Naeem","Phil Whitticase","Manchester Originals",NA,17,NA,NA
1417851,5,"Birmingham Phoenix","Trent Rockets","female","2024",2024-08-12,"The Hundred Women's Competition","28","Edgbaston, Birmingham","Birmingham","Birmingham Phoenix","bat","NR Sciver-Brunt","S McLelland","Surendiran Shanmugam","A Clark","NJ Llong","H Pack","Trent Rockets",3,NA,NA,NA
1417852,5,"Northern Superchargers","London Spirit","female","2024",2024-08-13,"The Hundred Women's Competition","29","Headingley, Leeds","Leeds","Northern Superchargers","bat","DB Sharma","JD Shantry","S McLelland","G Brown","J Naeem","JJ Whitaker","London Spirit",7,NA,NA,NA
1417853,5,"Southern Brave","Welsh Fire","female","2024",2024-08-14,"The Hundred Women's Competition","30","The Rose Bowl, Southampton","Southampton","Welsh Fire","field","HK Matthews","Hassan Adnan","WRP Fernando","J Jarvis","NL Bainton","SM Bartlett","Welsh Fire",9,NA,NA,NA
1417854,5,"Trent Rockets","Oval Invincibles","female","2024",2024-08-14,"The Hundred Women's Competition","31","Trent Bridge, Nottingham","Nottingham","Oval Invincibles","field","M Kapp","N Pratt","S McLelland","G Brown","NJ Llong","H Pack","Oval Invincibles",5,NA,NA,NA
1417855,5,"Birmingham Phoenix","Manchester Originals","female","2024",2024-08-15,"The Hundred Women's Competition","32","Edgbaston, Birmingham","Birmingham","Birmingham Phoenix","bat",NA,"AY Harris","N Pratt","G Brown","PK Baldwin","Wayne Noon",NA,NA,NA,NA,"no result"
1417856,5,"Oval Invincibles","London Spirit","female","2024",2024-08-17,"The Hundred Women's Competition",NA,"Kennington Oval, London","London","London Spirit","field","G Redmayne","Mark Newell","WRP Fernando","S McLelland","AY Harris","Wayne Noon","London Spirit",8,NA,NA,NA
1417857,5,"Welsh Fire","London Spirit","female","2024",2024-08-18,"The Hundred Women's Competition",NA,"Lord's, London","London","London Spirit","field","G Redmayne","AY Harris","Tom Lungley","S McLelland","J Naeem","H Pack","London Spirit",4,NA,NA,NA
